# shortest-path transport snapshot v1
# generated_at	2026-04-19T07:22:45.116651021Z
# current_location	3159,3489,0
state	origin_x	origin_y	origin_plane	destination_x	destination_y	destination_plane	type	duration	display_info	object_info	consumable	max_wilderness_level
WITHOUT_BANK	3183	3523	0	3183	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3158	4563	1	3158	4568	2	TRANSPORT	0		Enter Passageway 18308	false	-1
WITHOUT_BANK	3184	3523	0	3184	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3185	3523	0	3185	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3186	3523	0	3186	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3155	3435	1	3159	3435	0	TRANSPORT	0		Climb-down Staircase 11799	false	-1
WITHOUT_BANK	3187	3523	0	3187	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3188	3523	0	3188	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	2162	5114	1	3680	3536	0	BOAT	9		Talk-to Pirate Pete 602	false	-1
WITHOUT_BANK	3189	3523	0	3189	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3190	3523	0	3190	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3184	4579	0	3184	4585	1	TRANSPORT	0		Enter Passageway 20511	false	-1
WITHOUT_BANK	3184	4571	0	3184	4566	1	TRANSPORT	0		Enter Passageway 20510	false	-1
WITHOUT_BANK	3191	3523	0	3191	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3193	2843	0	3196	2843	0	TRANSPORT	3		Go-through Shantay pass 41863	false	-1
WITHOUT_BANK	3192	3523	0	3192	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3193	3523	0	3193	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3194	3523	0	3194	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3195	3523	0	3195	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3165	3307	1	3165	3307	0	TRANSPORT	2		Climb-down Ladder 12965	false	-1
WITHOUT_BANK	3165	3307	1	3165	3307	2	TRANSPORT	2		Climb-up Ladder 12965	false	-1
WITHOUT_BANK	3196	3523	0	3196	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3196	2843	0	3193	2843	0	TRANSPORT	3		Go-through Shantay pass 41863	false	-1
WITHOUT_BANK	3197	3275	0	3197	3278	0	TRANSPORT	6		Climb-over Stile 12982	false	-1
WITHOUT_BANK	3197	3523	0	3197	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3198	3523	0	3198	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3199	3523	0	3199	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	2142	3122	0	2792	3414	0	CHARTER_SHIP	6	Catherby	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	3038	3192	0	CHARTER_SHIP	6	Port Sarim	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	2674	3144	0	CHARTER_SHIP	6	Port Khazard	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	1808	3679	0	CHARTER_SHIP	6	Port Piscarilius	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	1743	3136	0	CHARTER_SHIP	6	Civitas illa Fortis	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	2760	3238	0	CHARTER_SHIP	6	Brimhaven	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	3671	2931	0	CHARTER_SHIP	6	Mos Le'Harmless	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	3001	3032	0	CHARTER_SHIP	6	Shipyard	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	2954	3158	0	CHARTER_SHIP	6	Musa Point	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	2589	2851	0	CHARTER_SHIP	6	Corsair Cove	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	1514	2971	0	CHARTER_SHIP	6	Sunset Coast	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	1496	3403	0	CHARTER_SHIP	6	Land's End	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	1455	2968	0	CHARTER_SHIP	6	Aldarin	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2142	3122	0	3702	3503	0	CHARTER_SHIP	6	Port Phasmatys	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	3137	3523	0	3137	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3136	3523	0	3136	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3139	3523	0	3139	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3138	3523	0	3138	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3141	3523	0	3141	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3140	3523	0	3140	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3150	9907	0	3155	9906	0	AGILITY_SHORTCUT	0		Squeeze-through Obstacle pipe 16511	false	-1
WITHOUT_BANK	3143	3523	0	3143	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3142	3523	0	3142	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3145	3523	0	3145	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3144	3523	0	3144	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3146	2907	0	3080	9306	1	TRANSPORT	0		Climb-down Secret entrance 11048	false	-1
WITHOUT_BANK	3147	3523	0	3147	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3146	3523	0	3146	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3148	2843	0	3272	3143	0	BOAT	8		Board Ferry 41311	false	-1
WITHOUT_BANK	3149	3523	0	3149	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3149	3363	0	3150	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3148	3523	0	3148	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	2157	3330	0	2792	3414	0	CHARTER_SHIP	6	Catherby	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	3671	2931	0	CHARTER_SHIP	6	Mos Le'Harmless	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	3038	3192	0	CHARTER_SHIP	6	Port Sarim	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	3702	3503	0	CHARTER_SHIP	6	Port Phasmatys	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	2954	3158	0	CHARTER_SHIP	6	Musa Point	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	3001	3032	0	CHARTER_SHIP	6	Shipyard	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	2589	2851	0	CHARTER_SHIP	6	Corsair Cove	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	1808	3679	0	CHARTER_SHIP	6	Port Piscarilius	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	1455	2968	0	CHARTER_SHIP	6	Aldarin	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	2760	3238	0	CHARTER_SHIP	6	Brimhaven	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	2674	3144	0	CHARTER_SHIP	6	Port Khazard	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	1514	2971	0	CHARTER_SHIP	6	Sunset Coast	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	1496	3403	0	CHARTER_SHIP	6	Land's End	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	1743	3136	0	CHARTER_SHIP	6	Civitas illa Fortis	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	2157	3330	0	2142	3122	0	CHARTER_SHIP	6	Port Tyras	Charter Trader Crewmember 1330	false	-1
WITHOUT_BANK	3151	3523	0	3151	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3151	3363	0	3152	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3151	3363	0	3150	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3150	3523	0	3150	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3150	3363	0	3151	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3153	3523	0	3153	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3153	3363	0	3152	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3153	3923	0	2562	3311	0	TELEPORTATION_LEVER	5		Pull Lever 1815	false	-1
WITHOUT_BANK	3152	3523	0	3152	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3152	3363	0	3151	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3152	3363	0	3153	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3152	3643	0	3164	10043	0	TRANSPORT	0		Walk-down Stairs 39647	false	-1
WITHOUT_BANK	3155	3523	0	3155	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3155	3619	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3619	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3619	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3619	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3619	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3619	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3155	3635	0	3154	3635	0	TRANSPORT	2		Pass-Through Barrier 39653	false	-1
WITHOUT_BANK	3154	3523	0	3154	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3154	3363	0	3153	3363	0	AGILITY_SHORTCUT	4		Jump-onto Stepping stone 16533	false	-1
WITHOUT_BANK	3154	3635	0	3155	3635	0	TRANSPORT	2		Pass-Through Barrier 39653	false	-1
WITHOUT_BANK	3157	3523	0	3157	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3157	3619	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3157	3619	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3157	3619	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3157	3619	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3157	3619	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3157	3619	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3523	0	3156	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3156	3619	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3619	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3619	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3619	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3619	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3156	3619	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14829	false	-1
WITHOUT_BANK	3159	3523	0	3159	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3159	3435	0	3155	3435	1	TRANSPORT	0		Climb-up Staircase 11797	false	-1
WITHOUT_BANK	3158	3523	0	3158	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3164	10043	0	3152	3644	0	TRANSPORT	0		Exit Opening 39648	false	-1
WITHOUT_BANK	3166	4547	0	3424	9660	0	TRANSPORT	0		Enter Passageway 20482	false	-1
WITHOUT_BANK	3161	3523	0	3161	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3160	3523	0	3160	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3154	9907	0	3149	9906	0	AGILITY_SHORTCUT	0		Squeeze-through Obstacle pipe 16511	false	-1
WITHOUT_BANK	3163	3523	0	3163	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3162	3523	0	3162	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3165	3307	0	3165	3307	1	TRANSPORT	2		Climb-up Ladder 12964	false	-1
WITHOUT_BANK	3165	3523	0	3165	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3164	3523	0	3164	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3158	10027	0	2206	2858	0	TELEPORTATION_PORTAL	1		Enter Soul Wars Portal 40475	false	-1
WITHOUT_BANK	3167	3523	0	3167	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3167	2819	0	3167	2816	0	TRANSPORT	3		Go-through Shantay pass 41863	false	-1
WITHOUT_BANK	3166	3251	0	3149	9652	0	TRANSPORT	0		Climb-down Trapdoor 5492	false	-1
WITHOUT_BANK	3166	3523	0	3166	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3106	3523	0	3106	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3106	3795	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3106	3795	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3106	3795	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3106	3795	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3106	3795	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3106	3795	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3523	0	3107	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3107	3795	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3795	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3795	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3795	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3795	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3107	3795	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3080	9307	1	3146	2909	0	TRANSPORT	0		Climb Sand pile 10950	false	-1
WITHOUT_BANK	3104	3163	0	3104	9576	0	TRANSPORT	0		Climb-down Ladder 2147	false	-1
WITHOUT_BANK	3104	3523	0	3104	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3105	3523	0	3105	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3105	3795	0	3307	3916	0	WILDERNESS_OBELISK	3	6: Level 50 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3105	3795	0	2980	3866	0	WILDERNESS_OBELISK	3	5: Level 44 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3105	3795	0	3227	3667	0	WILDERNESS_OBELISK	3	2: Level 19 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3105	3795	0	3035	3732	0	WILDERNESS_OBELISK	3	3: Level 27 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3105	3795	0	3156	3620	0	WILDERNESS_OBELISK	3	1: Level 13 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3105	3795	0	3106	3794	0	WILDERNESS_OBELISK	3	4: Level 35 Wilderness	Activate Obelisk 14828	false	-1
WITHOUT_BANK	3110	3523	0	3110	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3111	3523	0	3111	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3117	9643	0	3118	3243	0	TRANSPORT	2		Climb-up Ladder 6436	false	-1
WITHOUT_BANK	3108	3523	0	3108	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3109	3523	0	3109	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3119	9643	0	3118	3243	0	TRANSPORT	2		Climb-up Ladder 6436	false	-1
WITHOUT_BANK	3114	3523	0	3114	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3115	3523	0	3115	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3112	3523	0	3112	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3113	3523	0	3113	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3118	3243	0	3118	9644	0	TRANSPORT	1		Climb-down Trapdoor 6435	false	-1
WITHOUT_BANK	3118	3523	0	3118	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3119	3523	0	3119	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3116	3523	0	3116	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3079	9307	1	3079	9307	0	TRANSPORT	2		Climb-down Ladder 11042	false	-1
WITHOUT_BANK	3117	3107	0	3117	3107	1	TRANSPORT	1		Climb-up Staircase 16671	false	-1
WITHOUT_BANK	3117	3523	0	3117	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3122	3523	0	3122	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3120	3523	0	3120	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3121	3523	0	3121	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3093	3251	1	3089	3251	0	TRANSPORT	1		Climb-down Staircase 16669	false	-1
WITHOUT_BANK	3128	3627	0	3327	4751	0	TELEPORTATION_PORTAL	1		Enter Free-for-all portal 26645	false	-1
WITHOUT_BANK	3102	3267	1	3098	3266	0	TRANSPORT	1		Climb-down Staircase 15648	false	-1
WITHOUT_BANK	3106	3363	1	3105	3364	2	TRANSPORT	1		Climb-up Staircase 11511	false	-1
WITHOUT_BANK	3075	3523	0	3075	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3074	3523	0	3074	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3073	3523	0	3073	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3141	4555	2	3141	4550	1	TRANSPORT	0		Climb Stairs 18973	false	-1
WITHOUT_BANK	3072	3523	0	3072	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3079	3523	0	3079	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3078	3523	0	3078	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3077	3523	0	3077	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3076	3523	0	3076	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3083	3123	0	3084	3124	1	TRANSPORT	1		Climb-up Staircase 16671	false	-1
WITHOUT_BANK	3083	3523	0	3083	3520	0	TRANSPORT	4		Cross Wilderness Ditch 23271	false	-1
WITHOUT_BANK	3104	9299	1	3104	9301	2	TRANSPORT	0		Climb-up Stone Ladder 11043	false	-1
